comm_id,donor_id,campaign_id,comm_date,comm_type,outcome,resulted_in_donation,cost
COM000095,D00493,C001,2021-04-27,Thank You Letter,Clicked,0,8.14
COM000096,D01703,C013,2020-03-01,Thank You Letter,No Response,0,24.67
COM000097,D00848,C019,2022-09-25,Phone Call,Donated,1,3.13
COM000098,D01770,C006,2021-11-15,Impact Report,Clicked,0,14.59
COM000099,D01049,C006,2022-02-09,Event Invitation,Donated,1,4.2
COM000100,D01633,C011,2021-06-20,Impact Report,No Response,0,6.2
COM000101,D01971,C021,2024-07-16,Phone Call,Clicked,0,13.56
COM000102,D01816,C029,2023-06-09,Impact Report,Opened,0,15.61
COM000103,D01434,C017,2023-12-11,Direct Mail,No Response,0,6.66
COM000104,D00566,C020,2020-04-16,Direct Mail,No Response,0,0.98
COM000105,D00068,C014,2021-08-02,Direct Mail,Clicked,0,3.23
COM000106,D01542,C006,2021-12-12,Direct Mail,Opened,0,19.29
COM000107,D00789,C014,2023-01-10,Phone Call,Opened,0,16.64
COM000108,D01744,C026,2024-08-06,Newsletter,Opened,0,5.54
COM000109,D00610,C018,2023-07-04,Direct Mail,No Response,0,12.19
COM000110,D01258,C026,2021-12-01,Direct Mail,No Response,0,23.74
COM000111,D01224,C012,2024-11-07,Impact Report,No Response,0,22.05
COM000112,D01982,C030,2021-04-24,Email,Opened,0,19.0
COM000113,D01643,C012,2023-03-11,Newsletter,No Response,0,21.05
COM000114,D00871,C010,2020-07-28,Thank You Letter,No Response,0,13.59
COM000115,D00359,C021,2020-03-17,Newsletter,Opened,0,21.52
COM000116,D01515,C030,2021-04-13,Phone Call,Donated,1,22.82
COM000117,D00872,C014,2024-05-30,Thank You Letter,No Response,0,17.66
COM000118,D00440,C018,2021-07-19,Impact Report,No Response,0,23.9
COM000119,D01667,C012,2024-12-01,Impact Report,Donated,1,8.82
COM000120,D01354,C015,2023-01-31,Newsletter,Opened,0,24.61
COM000121,D01869,C024,2024-01-05,Event Invitation,Bounced,0,22.29
COM000122,D01706,C005,2020-09-29,Newsletter,Opened,0,24.02
COM000123,D01945,C023,2024-01-19,Thank You Letter,Clicked,0,11.65
COM000124,D01810,C017,2023-08-27,Direct Mail,Opened,0,21.52
COM000125,D00602,C026,2020-04-06,Thank You Letter,No Response,0,10.67
COM000126,D01522,C021,2023-01-29,Email,No Response,0,11.09
COM000127,D00624,C008,2021-03-27,Thank You Letter,Bounced,0,18.93
COM000128,D01600,C006,2021-05-18,Direct Mail,Opened,0,13.72
COM000129,D00787,C018,2022-09-28,Impact Report,No Response,0,2.44
COM000130,D00963,C003,2024-11-26,Event Invitation,Bounced,0,24.51
COM000131,D00562,C016,2024-02-03,Phone Call,Unsubscribed,0,9.57
COM000132,D00812,C013,2023-07-17,Email,Attended,0,3.14
COM000133,D01711,C002,2023-12-09,Newsletter,No Response,0,20.22
COM000134,D01106,C029,2021-01-31,Impact Report,Donated,1,1.77
COM000135,D01650,C026,2022-04-18,Direct Mail,No Response,0,6.83
COM000136,D01986,C023,2024-12-26,Event Invitation,Donated,1,0.79
COM000137,D01638,C009,2023-03-06,Impact Report,Donated,1,9.43
COM000138,D00721,C006,2022-07-17,Phone Call,No Response,0,6.21
COM000139,D01218,C001,2020-11-13,Thank You Letter,Opened,0,17.06
COM000140,D00571,C020,2023-10-12,Thank You Letter,No Response,0,15.99
COM000141,D01845,C003,2021-11-24,Newsletter,No Response,0,16.78
COM000142,D00174,C012,2020-09-08,Phone Call,Opened,0,21.39
COM000143,D00325,C009,2020-01-16,Email,Unsubscribed,0,10.77
COM000144,D01841,C020,2021-10-18,Thank You Letter,Clicked,0,6.47
COM000145,D01950,C026,2024-03-15,Event Invitation,Opened,0,20.06
COM000146,D00069,C026,2021-07-23,SMS,No Response,0,15.09
COM000147,D01140,C027,2022-12-23,Newsletter,Opened,0,16.71
COM000148,D00855,C023,2024-10-23,Email,No Response,0,22.65
COM000149,D00139,C016,2023-05-26,SMS,Donated,1,15.67
COM000150,D01697,C001,2024-07-23,Direct Mail,No Response,0,5.28
COM000151,D00800,C001,2021-09-05,Event Invitation,Donated,1,24.69
COM000152,D01692,C004,2021-05-20,Direct Mail,No Response,0,0.81
COM000153,D01115,C003,2024-03-03,Newsletter,Opened,0,10.21
COM000154,D01562,C017,2022-09-23,Phone Call,No Response,0,23.86
COM000155,D01930,C008,2023-01-22,Impact Report,No Response,0,14.9
COM000156,D01183,C010,2021-05-12,SMS,No Response,0,17.75
COM000157,D00738,C027,2024-01-31,Thank You Letter,No Response,0,5.18
COM000158,D00648,C002,2023-07-09,Thank You Letter,Bounced,0,12.73
COM000159,D00913,C014,2023-11-14,Phone Call,Opened,0,14.19
COM000160,D00479,C003,2020-04-23,SMS,No Response,0,6.94
COM000161,D00035,C003,2020-05-07,Thank You Letter,Donated,1,13.48
COM000162,D01635,C002,2024-05-22,Email,Clicked,0,15.53
COM000163,D00250,C004,2024-11-29,Phone Call,Donated,1,20.37
COM000164,D00847,C029,2023-01-25,Newsletter,Donated,1,6.21
COM000165,D01431,C008,2021-01-28,Thank You Letter,Opened,0,22.95
COM000166,D01627,C020,2020-04-16,Impact Report,Attended,0,5.13
COM000167,D00062,C013,2021-05-19,Event Invitation,Clicked,0,17.04
COM000168,D01072,C002,2024-10-25,SMS,Bounced,0,14.05
COM000169,D01808,C030,2023-06-14,SMS,Opened,0,5.32
COM000170,D01798,C004,2022-07-01,Newsletter,Opened,0,16.63
COM000171,D00994,C029,2021-10-30,Email,Clicked,0,22.62
COM000172,D01414,C014,2020-11-26,Thank You Letter,No Response,0,12.84
COM000173,D00944,C023,2021-08-02,Email,No Response,0,15.57
COM000174,D01111,C011,2020-05-16,Thank You Letter,No Response,0,12.46
COM000175,D00362,C026,2022-04-06,Event Invitation,Opened,0,24.84
COM000176,D00944,C012,2021-01-09,Newsletter,Clicked,0,1.41
COM000177,D00918,C002,2021-05-05,Impact Report,Clicked,0,1.43
COM000178,D01914,C009,2024-07-06,Newsletter,Opened,0,20.95
COM000179,D01421,C029,2022-12-22,Email,Attended,0,23.21
COM000180,D01506,C025,2023-01-12,Phone Call,No Response,0,15.7
COM000181,D01815,C025,2023-07-13,Event Invitation,No Response,0,5.75
COM000182,D01418,C028,2023-07-25,Newsletter,Donated,1,15.26
COM000183,D01790,C026,2024-12-13,SMS,No Response,0,23.28
COM000184,D00847,C017,2024-05-16,Newsletter,No Response,0,3.28
COM000185,D00740,C024,2024-09-16,Email,Opened,0,11.62
COM000186,D01389,C017,2024-10-29,Email,Bounced,0,15.01
COM000187,D00774,C021,2023-04-15,Phone Call,No Response,0,15.07
COM000188,D01267,C005,2022-08-16,Email,No Response,0,11.65
COM000189,D01084,C007,2024-09-27,Newsletter,Donated,1,1.0
COM000190,D00769,C029,2020-04-16,Direct Mail,Donated,1,2.21
COM000191,D01103,C001,2021-04-12,Impact Report,Opened,0,21.7
COM000192,D01028,C030,2021-10-12,Thank You Letter,Donated,1,7.42
COM000193,D00851,C008,2023-02-28,Email,Clicked,0,3.65
COM000194,D00928,C005,2020-05-31,Phone Call,Opened,0,17.59
COM000195,D01639,C023,2022-11-06,Impact Report,No Response,0,22.83
COM000196,D01304,C030,2020-05-19,Impact Report,Donated,1,1.24
COM000197,D00323,C013,2022-08-25,Email,No Response,0,8.06
COM000198,D01833,C024,2023-11-16,Thank You Letter,Called Back,0,12.65
COM000199,D01170,C011,2024-04-22,Event Invitation,Opened,0,10.57
COM000200,D00973,C024,2021-11-28,Event Invitation,No Response,0,19.99
COM000201,D00893,C005,2024-01-26,Impact Report,No Response,0,12.96
COM000202,D00040,C027,2023-09-15,Phone Call,No Response,0,24.31
COM000203,D01381,C030,2021-12-16,SMS,No Response,0,8.07
COM000204,D00743,C014,2022-01-14,SMS,Clicked,0,21.12
COM000205,D01050,C002,2023-03-13,Direct Mail,Unsubscribed,0,16.19
COM000206,D01433,C004,2024-07-12,SMS,Opened,0,13.72
COM000207,D00176,C004,2024-04-23,Email,No Response,0,15.74
COM000208,D00984,C024,2024-06-05,SMS,No Response,0,10.45
COM000209,D00551,C013,2020-05-26,SMS,No Response,0,1.15
COM000210,D00797,C017,2022-08-19,Direct Mail,No Response,0,20.84
COM000211,D00566,C025,2024-10-13,Thank You Letter,Unsubscribed,0,18.44
COM000212,D00601,C013,2023-06-13,Impact Report,Opened,0,18.32
COM000213,D00094,C028,2023-04-30,Phone Call,Clicked,0,13.98
COM000214,D01784,C003,2020-03-01,Direct Mail,Donated,1,8.27
COM000215,D00341,C011,2024-11-21,Direct Mail,No Response,0,12.3
COM000216,D00002,C016,2024-10-25,Direct Mail,No Response,0,22.81
COM000217,D00669,C018,2021-02-12,Impact Report,Opened,0,24.99
COM000218,D01966,C028,2020-08-13,Impact Report,No Response,0,5.22
COM000219,D00411,C028,2023-01-28,SMS,No Response,0,3.04
COM000220,D00008,C017,2022-10-05,Phone Call,Opened,0,9.29
COM000221,D00758,C003,2021-09-02,Thank You Letter,Opened,0,8.19
COM000222,D01418,C024,2023-08-10,SMS,Clicked,0,4.86
COM000223,D00311,C001,2024-03-17,Phone Call,Bounced,0,21.93
COM000224,D01798,C005,2024-12-08,Thank You Letter,Donated,1,19.91
COM000225,D01851,C028,2020-07-06,Event Invitation,Attended,0,7.77
COM000226,D00701,C028,2020-05-03,Thank You Letter,Donated,1,14.44
COM000227,D01147,C023,2023-05-23,Event Invitation,Opened,0,22.1
COM000228,D01565,C006,2020-12-17,Direct Mail,Donated,1,23.97
COM000229,D01685,C021,2020-06-21,Phone Call,Opened,0,11.92
COM000230,D01272,C019,2022-06-09,Thank You Letter,Clicked,0,1.49
COM000231,D01888,C016,2022-01-26,SMS,Opened,0,16.53
COM000232,D01736,C009,2024-11-09,Email,Opened,0,13.66
COM000233,D00233,C001,2022-04-09,Thank You Letter,No Response,0,5.12
COM000234,D00437,C016,2020-04-13,Event Invitation,Opened,0,1.04
COM000235,D01145,C015,2021-08-14,Direct Mail,Opened,0,7.32
COM000236,D00942,C004,2024-08-16,Email,No Response,0,13.29
COM000237,D00552,C005,2021-08-29,Thank You Letter,Opened,0,2.35
COM000238,D01087,C027,2022-04-06,Newsletter,Opened,0,8.74
COM000239,D00478,C018,2023-02-22,SMS,Opened,0,1.81
COM000240,D01800,C025,2020-02-15,Thank You Letter,Unsubscribed,0,17.39
COM000241,D00957,C030,2023-10-24,Newsletter,Clicked,0,2.09
COM000242,D01772,C017,2023-03-12,SMS,Opened,0,15.35
COM000243,D01348,C001,2021-07-20,Impact Report,Clicked,0,2.93
COM000244,D00810,C009,2020-09-14,Phone Call,No Response,0,23.2
COM000245,D01587,C017,2020-02-25,Newsletter,No Response,0,8.87
COM000246,D01429,C022,2022-11-30,SMS,No Response,0,12.58
COM000247,D01198,C027,2023-08-11,Newsletter,Unsubscribed,0,19.2
COM000248,D00158,C014,2020-10-05,Email,No Response,0,15.07
COM000249,D00813,C005,2022-07-25,Newsletter,No Response,0,6.64
COM000250,D01208,C029,2021-03-12,Direct Mail,No Response,0,13.23
COM000251,D00462,C023,2022-10-05,Event Invitation,Opened,0,12.82
COM000252,D01837,C024,2020-01-19,Phone Call,No Response,0,1.99
COM000253,D01324,C011,2022-08-12,Newsletter,No Response,0,11.56
COM000254,D01923,C010,2021-12-13,Email,Donated,1,2.37
COM000255,D01622,C015,2022-05-06,Phone Call,No Response,0,5.19
COM000256,D01327,C027,2022-05-27,Event Invitation,No Response,0,16.9
COM000257,D01416,C021,2023-06-01,Impact Report,Donated,1,3.34
COM000258,D01367,C027,2020-02-23,Email,Donated,1,1.01
COM000259,D01108,C007,2024-11-03,Phone Call,No Response,0,11.79
COM000260,D00328,C017,2020-04-27,Event Invitation,Donated,1,8.8
COM000261,D01697,C005,2023-06-28,Thank You Letter,No Response,0,23.83
COM000262,D01998,C010,2020-03-18,Thank You Letter,Bounced,0,5.33
COM000263,D01591,C020,2022-10-01,Direct Mail,Opened,0,20.07
COM000264,D00243,C025,2021-02-23,Email,Clicked,0,2.75
COM000265,D00466,C025,2024-06-01,Email,Donated,1,7.81
COM000266,D01055,C021,2020-09-28,Impact Report,Opened,0,17.93
COM000267,D01598,C021,2022-05-09,Direct Mail,Opened,0,19.65
COM000268,D00331,C008,2022-10-19,SMS,Unsubscribed,0,7.97
COM000269,D01032,C021,2020-10-11,Direct Mail,Opened,0,19.23
COM000270,D01118,C008,2021-04-17,Event Invitation,Bounced,0,24.56
COM000271,D01959,C019,2024-12-09,Newsletter,Clicked,0,12.84
COM000272,D00075,C019,2023-07-11,Thank You Letter,Opened,0,6.48
COM000273,D01592,C016,2020-07-14,Thank You Letter,No Response,0,12.1
COM000274,D00699,C026,2021-03-05,Direct Mail,No Response,0,15.36
COM000275,D01106,C021,2021-12-30,Thank You Letter,No Response,0,9.17
COM000276,D01462,C012,2021-05-02,SMS,Clicked,0,11.17
COM000277,D01935,C004,2021-12-06,Event Invitation,Opened,0,19.91
COM000278,D00481,C016,2024-07-26,Email,Called Back,0,12.05
COM000279,D00862,C021,2024-09-10,Event Invitation,Unsubscribed,0,6.58
COM000280,D00686,C019,2023-03-15,Newsletter,No Response,0,17.41
COM000281,D01933,C024,2020-01-06,Direct Mail,Bounced,0,24.29
COM000282,D01121,C002,2021-01-15,Phone Call,No Response,0,6.26
COM000283,D01675,C016,2024-03-05,Newsletter,Unsubscribed,0,0.7
COM000284,D01399,C004,2021-04-15,Direct Mail,No Response,0,16.44
COM000285,D01768,C021,2020-10-09,Newsletter,No Response,0,17.11
COM000286,D00342,C021,2023-10-14,Impact Report,Opened,0,16.06
COM000287,D00958,C011,2020-10-11,Email,No Response,0,19.14
COM000288,D00740,C013,2020-03-03,Event Invitation,Opened,0,1.09
COM000289,D01024,C019,2024-07-03,Impact Report,No Response,0,22.79
COM000290,D01523,C011,2023-11-16,Newsletter,No Response,0,16.25
COM000291,D00222,C004,2021-11-21,SMS,Bounced,0,6.43
COM000292,D01468,C025,2022-03-15,SMS,No Response,0,12.37
COM000293,D00873,C008,2021-02-24,Impact Report,No Response,0,4.06
COM000294,D00857,C007,2022-06-24,Thank You Letter,Donated,1,21.89
COM000295,D01911,C007,2023-09-15,Newsletter,Clicked,0,4.65
COM000296,D00515,C006,2024-01-13,Email,No Response,0,7.04
COM000297,D01816,C019,2023-11-26,SMS,Clicked,0,2.7
COM000298,D00608,C027,2024-02-27,Event Invitation,Attended,0,5.09
COM000299,D00624,C009,2021-03-10,Email,No Response,0,16.4
COM000300,D01639,C007,2022-06-11,Phone Call,No Response,0,2.52
COM000301,D01475,C013,2020-04-19,Phone Call,Bounced,0,7.84
COM000302,D01293,C019,2021-11-05,Direct Mail,No Response,0,19.42
COM000303,D00717,C012,2023-07-30,SMS,No Response,0,0.74
COM000304,D01923,C020,2020-02-19,Event Invitation,Bounced,0,22.96
COM000305,D01016,C027,2020-12-20,SMS,Donated,1,9.97
COM000306,D00023,C028,2020-11-23,Impact Report,No Response,0,2.43
COM000307,D01643,C003,2022-03-14,Direct Mail,No Response,0,16.47
COM000308,D00149,C025,2021-05-14,SMS,No Response,0,2.24
COM000309,D00992,C030,2021-04-03,Impact Report,No Response,0,14.76
COM000310,D00366,C024,2024-07-07,SMS,Donated,1,8.52
COM000311,D01758,C001,2020-06-03,Impact Report,Donated,1,15.13
COM000312,D00738,C009,2020-10-29,SMS,Opened,0,1.24
COM000313,D01853,C027,2020-03-20,Phone Call,No Response,0,24.02
COM000314,D01487,C013,2021-07-10,Email,No Response,0,12.38
COM000315,D01784,C013,2021-06-15,Event Invitation,No Response,0,21.83
COM000316,D00582,C008,2024-12-08,SMS,Unsubscribed,0,2.6
COM000317,D00270,C021,2022-10-14,Phone Call,Donated,1,7.06
COM000318,D00042,C022,2021-08-18,Email,No Response,0,19.37
COM000319,D00229,C020,2023-06-08,Direct Mail,Opened,0,13.38
COM000320,D01227,C015,2021-02-19,SMS,Bounced,0,6.59
COM000321,D01874,C014,2020-10-26,SMS,Opened,0,8.6
COM000322,D00515,C028,2022-06-29,Impact Report,Opened,0,23.17
COM000323,D01881,C015,2023-11-09,Email,No Response,0,11.82
COM000324,D00220,C001,2022-03-01,Impact Report,No Response,0,15.28
COM000325,D01412,C022,2020-09-07,Thank You Letter,No Response,0,19.46
COM000326,D01437,C007,2020-12-20,Phone Call,Bounced,0,11.17
COM000327,D01652,C020,2022-01-26,SMS,Donated,1,23.24
COM000328,D01361,C008,2021-03-13,Event Invitation,Bounced,0,13.67
COM000329,D01330,C023,2021-07-31,Direct Mail,Opened,0,5.49
COM000330,D01970,C005,2021-08-21,Email,Donated,1,23.77
COM000331,D00553,C021,2021-02-15,Event Invitation,Opened,0,19.0
COM000332,D01855,C004,2023-04-12,Direct Mail,Clicked,0,21.98
COM000333,D01174,C029,2021-09-20,Event Invitation,Clicked,0,5.65
COM000334,D00893,C019,2021-05-29,Phone Call,Bounced,0,21.25
COM000335,D01880,C004,2021-09-23,Thank You Letter,No Response,0,23.9
COM000336,D00059,C016,2022-12-21,Impact Report,Opened,0,15.09
COM000337,D01157,C029,2023-07-28,Newsletter,No Response,0,21.96
COM000338,D00079,C017,2023-02-02,Impact Report,Called Back,0,8.27
COM000339,D00316,C028,2024-03-26,Impact Report,No Response,0,13.66
COM000340,D01907,C009,2020-02-18,Newsletter,Opened,0,8.79
COM000341,D00928,C014,2023-11-11,Newsletter,No Response,0,1.07
COM000342,D00284,C026,2020-08-02,Newsletter,No Response,0,10.5
COM000343,D01407,C002,2021-12-21,Thank You Letter,No Response,0,4.71
COM000344,D01601,C015,2021-09-13,Newsletter,Opened,0,5.44
COM000345,D01234,C030,2021-06-19,Impact Report,No Response,0,19.86
COM000346,D00424,C028,2020-04-04,Direct Mail,Opened,0,11.43
COM000347,D01645,C015,2022-01-03,Newsletter,No Response,0,23.96
COM000348,D01066,C011,2024-03-28,Newsletter,Clicked,0,2.48
COM000349,D00746,C020,2021-02-27,Event Invitation,Opened,0,7.76
COM000350,D00610,C018,2021-07-09,Newsletter,Bounced,0,11.32
COM000351,D01512,C016,2024-02-25,Impact Report,Donated,1,6.18
COM000352,D01273,C002,2023-12-17,Impact Report,Clicked,0,6.57
COM000353,D00570,C009,2023-01-30,Impact Report,Opened,0,24.13
COM000354,D00079,C010,2020-01-11,Event Invitation,Attended,0,24.63
COM000355,D00909,C028,2022-10-07,Newsletter,No Response,0,12.31
COM000356,D01738,C027,2024-01-17,Event Invitation,Opened,0,15.68
COM000357,D01392,C020,2024-07-09,Email,Clicked,0,23.61
COM000358,D00194,C015,2023-08-09,Direct Mail,No Response,0,2.58
COM000359,D00503,C024,2023-05-21,Phone Call,Opened,0,16.68
COM000360,D00210,C009,2022-05-28,Thank You Letter,Attended,0,20.15
COM000361,D00691,C014,2020-12-29,Direct Mail,Donated,1,14.1
COM000362,D00300,C011,2023-07-14,SMS,No Response,0,6.83
COM000363,D01740,C015,2023-01-29,Email,No Response,0,7.02
COM000364,D01393,C017,2022-09-12,Newsletter,Bounced,0,5.86
COM000365,D00753,C001,2021-02-11,SMS,No Response,0,19.8
COM000366,D01983,C025,2020-04-20,Direct Mail,No Response,0,11.86
COM000367,D00900,C023,2022-03-02,Direct Mail,No Response,0,9.94
COM000368,D01715,C016,2024-09-28,Phone Call,Clicked,0,2.7
COM000369,D01230,C014,2021-10-11,Email,Opened,0,21.07
COM000370,D00717,C014,2022-07-12,Thank You Letter,Opened,0,20.54
COM000371,D00859,C007,2020-12-27,Email,No Response,0,2.14
COM000372,D01625,C013,2024-04-17,Email,Clicked,0,23.75
COM000373,D00437,C016,2021-04-16,Impact Report,No Response,0,4.79
COM000374,D01670,C021,2021-04-27,Newsletter,Bounced,0,16.23
COM000375,D00462,C008,2021-09-27,Newsletter,Donated,1,3.33
COM000376,D00195,C025,2021-12-01,Event Invitation,No Response,0,16.85
COM000377,D01918,C019,2022-09-05,SMS,No Response,0,7.93
COM000378,D00144,C002,2020-01-07,Phone Call,Opened,0,2.02
COM000379,D00756,C015,2024-10-02,Direct Mail,Opened,0,6.98
COM000380,D00318,C014,2023-09-27,Newsletter,Donated,1,10.6
COM000381,D01126,C017,2022-12-06,Impact Report,No Response,0,2.98
COM000382,D01222,C014,2022-12-24,Impact Report,No Response,0,9.84
COM000383,D01974,C026,2021-12-24,SMS,Opened,0,5.39
COM000384,D01024,C026,2021-04-09,SMS,Opened,0,20.22
COM000385,D01553,C004,2024-08-11,Event Invitation,Clicked,0,1.12
COM000386,D00982,C024,2021-01-30,Phone Call,Opened,0,11.37
COM000387,D01012,C020,2021-01-25,Thank You Letter,Opened,0,14.66
COM000388,D01820,C023,2021-06-24,Phone Call,Clicked,0,8.07
COM000389,D00197,C024,2020-12-03,Newsletter,No Response,0,9.55
COM000390,D00870,C015,2024-07-29,Email,Opened,0,18.96
COM000391,D01736,C021,2020-04-26,SMS,Clicked,0,22.6
COM000392,D01835,C014,2020-05-27,Direct Mail,Opened,0,15.64
COM000393,D01624,C005,2022-07-18,Thank You Letter,No Response,0,23.36
COM000394,D00877,C017,2022-03-30,Newsletter,Unsubscribed,0,1.88
COM000395,D01665,C021,2021-08-09,Newsletter,Clicked,0,13.92
